text,intent,satisfaction_score
🙂 Can I schedule a checkup for next week,book_appointment,8.358
Not happy with the delay. I need help with a billing dispute,billing_query,0.668
I need help with a billing dispute Much appreciated.,billing_query,7.986
"I can't make my appointment, cancel it Please respond ASAP.",cancel_appointment,1.446
Not happy with the delay. Can you refill my prescription for insulin,prescription_refill,2.424
"I've had a fever and cough for two days, what should I do No rush.",symptom_check,6.433
Can I schedule a checkup for next week Thank you!,book_appointment,7.736
This is urgent. I need to book an appointment with my primary care doctor,book_appointment,3.934
Book an appointment for a physical exam Okay.,book_appointment,5.298
🙂 I have a question about my medical bill,billing_query,8.937
"My child has a rash and a fever, is this serious 🙂",symptom_check,7.578
Have my lab results come in yet,lab_results,6.993
I need to cancel my appointment tomorrow Whenever possible.,cancel_appointment,5.775
I have a question about my medical bill Much appreciated.,billing_query,8.716
I want to know the outcome of my recent labs,lab_results,5.699
I need to book an appointment with my primary care doctor No rush.,book_appointment,5.937
I need a refill for my blood pressure medication,prescription_refill,7.000
"This is urgent. I've had a fever and cough for two days, what should I do",symptom_check,1.679
I need to cancel my appointment tomorrow Please respond ASAP.,cancel_appointment,2.412
"I need help with a billing dispute That helps, thanks.",billing_query,10.000
Are my test results available Not happy with the delay.,lab_results,0.557
Have my lab results come in yet This is urgent.,lab_results,1.455
Please cancel my visit with Dr. Smith 🙂,cancel_appointment,9.469
This is urgent. I want to see a doctor about a routine visit,book_appointment,0.000
"My child has a rash and a fever, is this serious",symptom_check,5.675
I'm experiencing chest pain and shortness of breath 🙂,symptom_check,8.246
I need a refill for my blood pressure medication I'm very worried.,prescription_refill,0.000
Book an appointment for a physical exam Whenever possible.,book_appointment,6.120
Can you send me my blood test results,lab_results,5.307
I need help with a billing dispute This is urgent.,billing_query,1.057
I want to know the outcome of my recent labs Please respond ASAP.,lab_results,2.768
This is urgent. I have a question about my medical bill,billing_query,2.566
Are my test results available This is urgent.,lab_results,1.446
I want to know the outcome of my recent labs,lab_results,4.837
Book an appointment for a physical exam,book_appointment,5.676
I'm experiencing chest pain and shortness of breath 🙂,symptom_check,6.962
Okay. Have my lab results come in yet,lab_results,5.497
Can you refill my prescription for insulin No rush.,prescription_refill,3.810
Book an appointment for a physical exam No rush.,book_appointment,7.034
Have my lab results come in yet I'm very worried.,lab_results,2.743
I'm very worried. Have my lab results come in yet,lab_results,1.458
I want to see a doctor about a routine visit,book_appointment,5.326
This is urgent. Please explain this insurance charge,billing_query,0.874
"My child has a rash and a fever, is this serious Whenever possible.",symptom_check,6.353
I need help with a billing dispute,billing_query,6.643
"No rush. My child has a rash and a fever, is this serious",symptom_check,6.350
I need a refill for my blood pressure medication 🙂,prescription_refill,9.976
🙂 I need to book an appointment with my primary care doctor,book_appointment,10.000
"I need to cancel my appointment tomorrow That helps, thanks.",cancel_appointment,9.869
"That helps, thanks. I need a refill for my blood pressure medication",prescription_refill,8.989
"Cancel my scheduled appointment That helps, thanks.",cancel_appointment,9.685
"I've had a fever and cough for two days, what should I do This is urgent.",symptom_check,1.866
Please explain this insurance charge I'm very worried.,billing_query,2.547
"Whenever possible. I can't make my appointment, cancel it",cancel_appointment,6.241
Requesting a refill for my meds Please respond ASAP.,prescription_refill,1.091
"Please explain this insurance charge That helps, thanks.",billing_query,8.748
"I've had a fever and cough for two days, what should I do Whenever possible.",symptom_check,4.712
Okay. Book an appointment for a physical exam,book_appointment,4.547
Please explain this insurance charge Please respond ASAP.,billing_query,3.133
"That helps, thanks. I need a refill for my blood pressure medication",prescription_refill,10.000
Please respond ASAP. Can you send me my blood test results,lab_results,1.110
I'm very worried. Please cancel my visit with Dr. Smith,cancel_appointment,1.912
This is urgent. Please explain this insurance charge,billing_query,0.181
"I can't make my appointment, cancel it Much appreciated.",cancel_appointment,7.579
Can you refill my prescription for insulin,prescription_refill,6.994
I want to know the outcome of my recent labs No rush.,lab_results,5.845
No rush. I need to book an appointment with my primary care doctor,book_appointment,5.506
Please respond ASAP. Please process my prescription refill,prescription_refill,0.000
I need a refill for my blood pressure medication 🙂,prescription_refill,9.092
I have a question about my medical bill Please respond ASAP.,billing_query,1.755
Why was I charged for that visit 🙂,billing_query,7.497
I need help with a billing dispute Much appreciated.,billing_query,8.235
Can you send me my blood test results I'm very worried.,lab_results,2.101
"I can't make my appointment, cancel it No rush.",cancel_appointment,5.834
Cancel my scheduled appointment I'm very worried.,cancel_appointment,1.933
Much appreciated. Please explain this insurance charge,billing_query,8.902
Much appreciated. Can you refill my prescription for insulin,prescription_refill,8.626
🙂 I'm experiencing chest pain and shortness of breath,symptom_check,10.000
This is urgent. I have a question about my medical bill,billing_query,3.298
I need help with a billing dispute Not happy with the delay.,billing_query,1.307
Much appreciated. I'm experiencing chest pain and shortness of breath,symptom_check,9.135
I need help with a billing dispute Please respond ASAP.,billing_query,3.378
Please respond ASAP. I need to book an appointment with my primary care doctor,book_appointment,3.230
Much appreciated. Have my lab results come in yet,lab_results,9.631
🙂 Why was I charged for that visit,billing_query,7.597
Please respond ASAP. Have my lab results come in yet,lab_results,0.633
This is urgent. I want to know the outcome of my recent labs,lab_results,1.823
Why was I charged for that visit Okay.,billing_query,4.906
Much appreciated. Please cancel my visit with Dr. Smith,cancel_appointment,8.563
Please process my prescription refill Please respond ASAP.,prescription_refill,0.000
I need to cancel my appointment tomorrow,cancel_appointment,5.342
I'm very worried. Please cancel my visit with Dr. Smith,cancel_appointment,0.910
"My child has a rash and a fever, is this serious That helps, thanks.",symptom_check,8.334
I need help with a billing dispute I'm very worried.,billing_query,3.044
"Are my test results available That helps, thanks.",lab_results,8.687
"My child has a rash and a fever, is this serious This is urgent.",symptom_check,1.013
Thank you! Requesting a refill for my meds,prescription_refill,9.814
Have my lab results come in yet This is urgent.,lab_results,1.905
Cancel my scheduled appointment Okay.,cancel_appointment,4.514
Please explain this insurance charge,billing_query,6.843
Whenever possible. I have a sore throat and swollen glands,symptom_check,6.241
"I can't make my appointment, cancel it",cancel_appointment,5.131
"Whenever possible. I've had a fever and cough for two days, what should I do",symptom_check,6.269
"I need help with a billing dispute That helps, thanks.",billing_query,9.002
